customerid,firstname,lastname,address,priphone,secphone,email,custsince,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,risk
67-0678518,Letty,Spitaro,53 Haas Point,923-209-7957,676-553-7174,lettyspitaro@google.com,2/19/2002,no_checking,29,prior_payments_delayed,radio_tv,5566,unknown,greater_7,5,male,co-applicant,4,car_other,32,none,own,2,skilled,1,yes,yes,Risk
67-1122577,Noelyn,Eller,1 Clarendon Lane,807-536-7064,214-921-6329,noelyneller@outlook.com,10/23/1982,0_to_200,26,credits_paid_to_date,car_used,5826,less_100,4_to_7,3,male,none,4,car_other,55,none,own,1,skilled,1,yes,yes,No Risk
67-1291931,Cami,Dungate,1 American Parkway,290-400-7526,635-221-9464,camidungate@yahoo.com,1/9/1989,0_to_200,23,credits_paid_to_date,retraining,4881,less_100,4_to_7,3,female,none,1,car_other,44,none,own,1,skilled,1,none,yes,No Risk
67-1328859,Bessy,Ciraldo,69 Erie Park,634-713-1066,635-593-2945,bessyciraldo@yahoo.com,2/16/1998,no_checking,8,prior_payments_delayed,radio_tv,6144,500_to_1000,4_to_7,4,male,none,3,car_other,38,stores,own,1,unskilled,1,none,yes,No Risk
67-2662584,Adrianne,Fain,54 Old Shore Road,851-130-1881,962-442-0801,adriannefain@yahoo.com,2/15/2001,less_0,4,credits_paid_to_date,education,2439,less_100,unemployed,2,male,none,2,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,No Risk
67-3856591,Dukie,Skirrow,67068 Manley Parkway,265-299-8102,454-996-6925,dukieskirrow@yahoo.com,5/15/2005,0_to_200,5,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk
67-4121607,Earl,Craisford,5 Evergreen Pass,660-292-5486,599-978-4308,earlcraisford@outlook.com,4/21/1999,less_0,25,credits_paid_to_date,appliances,250,500_to_1000,4_to_7,2,male,none,2,savings_insurance,38,stores,own,1,skilled,1,yes,yes,No Risk
67-4179425,Brynne,Deverille,9137 Lindbergh Trail,193-452-3030,942-330-5825,brynnedeverille@google.com,7/11/2004,no_checking,26,prior_payments_delayed,radio_tv,4449,100_to_500,1_to_4,3,male,none,4,unknown,37,stores,own,2,unskilled,2,yes,yes,Risk
67-4594554,Yoko,Waterfall,4 Warrior Point,941-213-0895,739-529-3268,yokowaterfall@yahoo.com,9/6/2011,no_checking,21,credits_paid_to_date,radio_tv,3997,greater_1000,1_to_4,4,male,none,3,car_other,32,none,own,1,skilled,1,none,yes,No Risk
67-4659578,Whit,Cridlin,896 Scoville Circle,767-942-7554,971-659-0157,whitcridlin@google.com,4/5/1994,0_to_200,20,credits_paid_to_date,car_used,2454,less_100,1_to_4,2,male,none,3,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
67-5015215,Joella,OLunney,57 Corry Drive,156-999-0816,728-117-7806,joellaolunney@yahoo.com,6/4/2004,less_0,8,prior_payments_delayed,furniture,1006,less_100,unemployed,1,female,none,2,real_estate,38,none,rent,1,skilled,1,none,yes,No Risk
67-5586109,Ansel,Rew,30 Bartelt Pass,336-505-6131,701-114-1188,anselrew@yahoo.com,3/17/1990,no_checking,41,outstanding_credit,repairs,9528,greater_1000,1_to_4,4,male,co-applicant,5,car_other,53,none,free,2,management_self-employed,1,yes,yes,Risk
67-5709130,Agneta,Albiston,4093 Sutherland Circle,537-341-4719,534-376-0400,agnetaalbiston@google.com,3/1/2012,0_to_200,30,credits_paid_to_date,furniture,3454,greater_1000,greater_7,3,male,none,2,savings_insurance,24,stores,own,2,unskilled,1,none,yes,Risk
67-6863459,Matthew,Coombe,13308 Brown Alley,657-622-9669,915-978-3245,matthewcoombe@outlook.com,6/21/2000,no_checking,31,prior_payments_delayed,retraining,5316,100_to_500,4_to_7,4,female,none,4,car_other,45,stores,own,1,skilled,1,yes,yes,Risk
67-7394303,Talbot,Bretherton,57859 Fallview Trail,491-189-6488,781-528-7815,talbotbretherton@google.com,10/20/2015,greater_200,40,outstanding_credit,appliances,4817,500_to_1000,greater_7,5,male,none,5,car_other,23,none,free,2,skilled,1,yes,yes,Risk
67-7769692,Dal,Bemrose,0139 3rd Parkway,603-882-8117,814-394-4706,dalbemrose@hotmail.com,2/11/1998,less_0,17,credits_paid_to_date,car_used,1537,less_100,less_1,2,female,none,1,savings_insurance,46,stores,own,1,skilled,1,none,yes,No Risk
67-8759683,Orlan,Gavaghan,53 Harper Alley,667-417-7016,829-733-7249,orlangavaghan@hotmail.com,1/14/1996,less_0,35,credits_paid_to_date,car_used,250,greater_1000,less_1,1,female,none,1,savings_insurance,37,stores,rent,1,unskilled,1,none,yes,No Risk
67-9012958,Lusa,Leupoldt,57434 Talmadge Point,412-493-5283,895-672-2182,lusaleupoldt@yahoo.com,1/8/1999,0_to_200,6,credits_paid_to_date,furniture,250,less_100,1_to_4,3,female,none,3,real_estate,41,none,own,1,skilled,1,none,yes,No Risk
67-9182689,Aubry,OGready,1 Bayside Parkway,495-667-0527,238-287-5478,aubryogready@yahoo.com,7/1/2001,less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,3,real_estate,32,none,rent,1,skilled,1,none,yes,No Risk
68-1584557,Aggie,Bew,19 Fulton Terrace,716-178-3565,710-688-6522,aggiebew@google.com,3/28/2003,no_checking,32,prior_payments_delayed,radio_tv,6315,100_to_500,greater_7,4,male,co-applicant,5,unknown,35,none,free,3,skilled,2,yes,yes,Risk
68-1702209,Dottie,Lukesch,587 Lerdahl Trail,256-879-3096,637-950-3873,dottielukesch@yahoo.com,4/14/2005,no_checking,8,prior_payments_delayed,car_new,2539,greater_1000,1_to_4,2,male,none,4,car_other,38,none,own,1,management_self-employed,1,yes,yes,No Risk
68-2328344,Jarrad,Czaple,883 Truax Lane,474-354-1819,348-646-5915,jarradczaple@google.com,11/26/1989,greater_200,31,prior_payments_delayed,appliances,3836,100_to_500,1_to_4,3,male,none,3,savings_insurance,44,none,own,1,skilled,1,yes,yes,Risk
68-4377005,Meredith,Forsey,19 Cascade Circle,108-884-2672,767-379-1596,meredithforsey@google.com,9/12/1986,less_0,22,credits_paid_to_date,car_new,1552,less_100,4_to_7,2,female,none,1,real_estate,55,stores,own,1,skilled,1,none,yes,No Risk
68-4741291,Lissa,Precious,61 Carpenter Street,952-621-3439,888-102-6225,lissaprecious@google.com,4/23/1997,less_0,15,prior_payments_delayed,radio_tv,2299,100_to_500,less_1,2,male,none,3,savings_insurance,48,stores,rent,1,skilled,1,none,yes,No Risk
68-6359985,Farr,Maddams,51 Canary Circle,137-531-0819,245-563-2499,farrmaddams@google.com,2/8/2005,0_to_200,41,outstanding_credit,furniture,1025,500_to_1000,1_to_4,3,male,none,3,savings_insurance,39,none,rent,1,skilled,1,yes,yes,No Risk
68-7897528,Onfre,Martusov,59 Heffernan Way,292-141-1662,378-477-0410,onfremartusov@outlook.com,1/8/1989,no_checking,32,prior_payments_delayed,car_used,5305,500_to_1000,4_to_7,4,male,guarantor,5,car_other,50,none,free,1,skilled,1,yes,yes,Risk
68-8187328,Thain,Le Fleming,7029 Old Gate Avenue,174-895-3666,535-316-6593,thainle fleming@google.com,1/11/2012,no_checking,37,prior_payments_delayed,repairs,5751,500_to_1000,4_to_7,3,male,none,5,car_other,25,none,free,2,management_self-employed,1,yes,yes,Risk
68-8187747,Eugen,Wimsett,85102 Manitowish Terrace,469-131-5785,587-323-4774,eugenwimsett@google.com,8/17/1983,no_checking,34,credits_paid_to_date,car_used,5813,100_to_500,greater_7,5,male,none,4,car_other,61,stores,own,2,unskilled,1,yes,yes,No Risk
68-8549388,Barbey,Lemanu,23682 Northview Road,885-103-8438,315-378-7247,barbeylemanu@hotmail.com,4/13/1994,0_to_200,24,credits_paid_to_date,car_used,5511,500_to_1000,1_to_4,3,male,none,4,savings_insurance,40,none,own,2,skilled,1,yes,yes,No Risk
69-0101358,Alena,Jandera,12465 Lindbergh Park,281-360-2204,445-744-3054,alenajandera@google.com,9/19/2012,greater_200,19,prior_payments_delayed,radio_tv,2394,greater_1000,1_to_4,3,male,none,3,car_other,25,none,own,2,skilled,1,none,yes,No Risk
69-0271931,Aldous,Gogan,338 Westridge Junction,301-385-3944,105-132-8170,aldousgogan@hotmail.com,12/24/2012,no_checking,37,prior_payments_delayed,furniture,5276,greater_1000,4_to_7,4,male,none,4,car_other,31,none,own,3,skilled,2,yes,yes,Risk
69-0828128,Vickie,Pigford,95738 Linden Avenue,150-777-3796,525-225-8336,vickiepigford@outlook.com,8/1/1991,no_checking,33,prior_payments_delayed,appliances,7048,100_to_500,4_to_7,3,male,co-applicant,4,savings_insurance,48,none,free,2,skilled,2,yes,yes,Risk
69-1554159,Leeland,Thornley,69 Morrow Court,426-153-5894,251-572-0639,leelandthornley@hotmail.com,4/23/2014,no_checking,25,prior_payments_delayed,car_used,5426,500_to_1000,4_to_7,4,male,none,3,car_other,25,none,own,1,skilled,1,none,yes,No Risk
69-2408232,Artair,Bridgewood,5469 Colorado Drive,570-820-8833,335-842-7455,artairbridgewood@hotmail.com,10/28/1982,no_checking,20,outstanding_credit,radio_tv,7217,greater_1000,1_to_4,4,male,none,5,savings_insurance,62,none,own,2,management_self-employed,2,yes,yes,No Risk
69-3769778,Maddie,Gyse,85123 Hansons Terrace,800-209-8838,424-640-1887,maddiegyse@yahoo.com,12/25/1985,0_to_200,16,prior_payments_delayed,radio_tv,4626,greater_1000,4_to_7,3,male,none,3,car_other,57,none,own,2,skilled,1,none,yes,Risk
69-4073673,Aldrich,Paszak,7 Redwing Pass,400-699-2550,914-517-3506,aldrichpaszak@yahoo.com,2/15/1987,less_0,4,all_credits_paid_back,radio_tv,2478,less_100,unemployed,2,male,none,3,real_estate,49,stores,rent,1,skilled,1,none,yes,No Risk
69-5292177,Margarita,Yannoni,3 Trailsway Way,644-831-3799,630-946-2420,margaritayannoni@google.com,4/23/1989,no_checking,12,outstanding_credit,education,1688,100_to_500,greater_7,3,male,none,4,car_other,54,none,own,1,skilled,2,yes,yes,Risk
69-5487518,Otha,Roser,080 Rockefeller Avenue,257-806-5840,128-114-7483,otharoser@outlook.com,12/13/1989,no_checking,24,prior_payments_delayed,appliances,4910,500_to_1000,less_1,4,female,none,3,car_other,49,none,free,2,skilled,1,yes,yes,No Risk
69-6333032,Cortney,Gresch,1694 Warrior Street,583-428-6894,412-575-5754,cortneygresch@google.com,1/24/1988,0_to_200,33,prior_payments_delayed,education,1820,greater_1000,4_to_7,2,female,none,3,real_estate,56,stores,own,2,skilled,1,none,yes,No Risk
69-6658178,Tiebout,Leban,991 Veith Junction,938-253-5737,801-750-2283,tieboutleban@google.com,7/15/1981,no_checking,40,outstanding_credit,repairs,3244,greater_1000,4_to_7,3,male,none,4,savings_insurance,53,bank,own,1,unemployed,2,none,yes,Risk
69-8412362,Bryan,Elles,3429 Sundown Road,570-904-5512,443-493-0590,bryanelles@yahoo.com,2/16/2002,less_0,14,all_credits_paid_back,car_used,1872,less_100,less_1,2,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
69-9491587,Hazel,Peter,29445 Anniversary Lane,884-519-9961,131-427-3979,hazelpeter@outlook.com,8/10/1991,0_to_200,50,prior_payments_delayed,repairs,5732,500_to_1000,4_to_7,3,male,none,3,unknown,54,stores,own,1,skilled,1,yes,yes,No Risk
69-9529183,Julian,Bee,60208 Pleasure Crossing,382-271-9405,979-948-5970,julianbee@outlook.com,11/26/1999,0_to_200,29,outstanding_credit,radio_tv,4193,100_to_500,4_to_7,4,male,none,4,savings_insurance,35,bank,own,2,unskilled,1,yes,yes,No Risk
69-9730460,Reginauld,Megahey,2 Hagan Court,929-538-6908,987-501-6990,reginauldmegahey@outlook.com,11/23/2015,less_0,9,prior_payments_delayed,car_new,332,500_to_1000,1_to_4,2,male,none,3,real_estate,22,none,own,1,skilled,1,none,yes,No Risk
69-9980362,Vanya,Pantin,0701 Hauk Point,323-626-3006,689-280-9147,vanyapantin@outlook.com,7/1/2013,greater_200,20,outstanding_credit,car_used,3988,100_to_500,4_to_7,3,female,none,4,car_other,21,stores,own,1,unskilled,1,none,yes,Risk
70-0027215,Callean,Greedyer,619 Waxwing Street,719-871-2694,664-444-1720,calleangreedyer@google.com,5/3/2010,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk
70-0513918,Filbert,Lyptratt,638 Lien Hill,764-351-9722,302-498-7941,filbertlyptratt@google.com,9/14/2012,0_to_200,22,outstanding_credit,radio_tv,1588,100_to_500,greater_7,3,male,none,3,car_other,31,none,own,2,skilled,1,yes,yes,Risk
70-1229318,Boris,Neggrini,868 Oneill Junction,704-578-0838,772-508-2211,borisneggrini@hotmail.com,7/1/1981,0_to_200,37,prior_payments_delayed,furniture,6035,100_to_500,1_to_4,3,male,none,4,car_other,61,none,own,2,skilled,1,none,yes,No Risk
70-2449747,Adlai,Farfoot,667 Ridgeview Pass,681-789-4337,221-975-1714,adlaifarfoot@yahoo.com,5/3/1987,no_checking,27,outstanding_credit,other,6481,unknown,greater_7,5,male,none,3,car_other,47,none,own,1,skilled,1,yes,yes,Risk
70-2465028,Harper,McDonand,57754 Vidon Center,991-918-5309,366-455-0366,harpermcdonand@hotmail.com,7/1/1983,0_to_200,16,prior_payments_delayed,radio_tv,4031,less_100,greater_7,4,male,none,3,car_other,55,none,own,1,skilled,1,yes,yes,No Risk
70-2495647,Pavel,Cowlin,87 Northridge Junction,668-549-3185,158-667-1448,pavelcowlin@hotmail.com,5/2/2010,less_0,11,no_credits,car_new,250,100_to_500,less_1,2,female,none,1,real_estate,30,bank,rent,1,unemployed,1,none,yes,No Risk
70-2630989,Aguistin,MacLleese,240 Pennsylvania Circle,515-253-1440,511-230-3631,aguistinmaclleese@google.com,3/14/1999,less_0,12,credits_paid_to_date,car_new,2067,less_100,1_to_4,3,male,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes,No Risk
70-3233932,Ayn,Bilam,1 Pleasure Alley,134-105-2847,981-827-9970,aynbilam@yahoo.com,12/23/2002,0_to_200,20,credits_paid_to_date,car_new,4183,500_to_1000,1_to_4,2,male,none,3,car_other,32,none,own,1,skilled,2,yes,yes,No Risk
70-3675988,Clare,Blakemore,389 Summer Ridge Avenue,659-240-2845,699-573-9113,clareblakemore@google.com,2/14/2002,no_checking,24,prior_payments_delayed,car_used,6204,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own,1,management_self-employed,1,none,yes,No Risk
70-3898525,Sonnie,Prynne,0 Hoepker Terrace,317-669-3387,891-382-4473,sonnieprynne@outlook.com,6/6/2007,less_0,6,prior_payments_delayed,car_used,250,500_to_1000,less_1,1,female,none,1,real_estate,34,stores,rent,1,skilled,1,none,yes,No Risk
70-4245583,Sandro,Blandamere,17110 Melody Center,236-978-6339,264-528-0011,sandroblandamere@hotmail.com,11/17/1982,0_to_200,14,credits_paid_to_date,car_new,4563,500_to_1000,4_to_7,3,male,none,3,savings_insurance,62,none,own,2,skilled,1,none,yes,Risk
70-5064815,Ganny,Entwhistle,9 Fordem Place,170-820-8499,830-797-8832,gannyentwhistle@yahoo.com,1/6/1985,less_0,4,all_credits_paid_back,car_new,822,less_100,unemployed,1,male,none,1,savings_insurance,59,bank,rent,1,unemployed,1,none,yes,No Risk
70-5865128,Reuven,Deakin,20772 Surrey Avenue,355-589-0052,136-418-6904,reuvendeakin@google.com,4/15/1988,less_0,19,all_credits_paid_back,vacation,813,less_100,less_1,2,male,none,2,real_estate,52,none,own,1,skilled,1,none,yes,No Risk
70-6172877,Miranda,Blaszczyk,3 Spenser Hill,307-525-5342,538-998-1759,mirandablaszczyk@outlook.com,11/26/2002,0_to_200,39,outstanding_credit,repairs,3569,500_to_1000,greater_7,4,male,none,3,savings_insurance,31,none,own,2,skilled,1,none,yes,No Risk
70-8041917,Ab,Pittel,23370 Harper Avenue,581-803-7825,486-752-5639,abpittel@google.com,5/15/1983,0_to_200,16,prior_payments_delayed,appliances,5490,less_100,greater_7,3,male,none,2,unknown,60,none,own,1,skilled,1,yes,yes,No Risk
70-8059525,Morrie,Paviour,5830 Heath Plaza,659-598-0238,169-208-9206,morriepaviour@hotmail.com,6/2/1993,less_0,24,all_credits_paid_back,car_used,2718,less_100,less_1,3,female,none,3,real_estate,47,none,own,1,skilled,1,none,yes,No Risk
70-8785159,Twyla,Ludwikiewicz,09776 John Wall Junction,405-377-1935,436-873-5728,twylaludwikiewicz@google.com,9/4/2000,greater_200,23,credits_paid_to_date,car_used,3583,100_to_500,4_to_7,3,male,none,4,unknown,36,none,own,1,skilled,1,yes,yes,Risk
71-0661777,Boniface,Antonnikov,0218 Namekagon Hill,273-738-4973,902-945-4303,bonifaceantonnikov@hotmail.com,4/3/1994,0_to_200,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,39,bank,rent,1,unemployed,1,none,yes,No Risk
71-0860129,Adore,Fenby,412 Hoepker Place,557-243-1218,960-191-5967,adorefenby@google.com,4/28/2010,no_checking,39,outstanding_credit,appliances,8297,greater_1000,4_to_7,5,male,co-applicant,5,unknown,29,none,free,2,management_self-employed,2,yes,yes,Risk
71-1038925,Herb,Avraam,38 Marcy Crossing,892-469-7025,252-763-2059,herbavraam@yahoo.com,5/16/1996,0_to_200,17,prior_payments_delayed,furniture,3754,greater_1000,4_to_7,3,male,none,3,unknown,41,none,own,2,skilled,1,none,yes,No Risk
71-1218559,Brear,Heimes,7 Springview Avenue,474-578-0997,778-138-5087,brearheimes@google.com,3/20/2006,less_0,8,all_credits_paid_back,radio_tv,2359,less_100,1_to_4,2,female,none,2,car_other,39,bank,rent,1,unemployed,1,none,yes,No Risk
71-1489818,Jaye,Ashforth,0 Melrose Point,954-828-7007,437-841-7978,jayeashforth@google.com,4/8/2014,less_0,25,credits_paid_to_date,radio_tv,1657,less_100,4_to_7,3,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,No Risk
71-2847147,Kliment,Besantie,556 Manley Hill,631-988-7485,902-126-3805,klimentbesantie@yahoo.com,2/5/2000,no_checking,24,prior_payments_delayed,education,2770,100_to_500,4_to_7,3,male,none,4,car_other,36,none,own,2,management_self-employed,1,yes,yes,Risk
71-3585430,Miles,Stambridge,5 Warrior Lane,418-732-0095,948-221-7157,milesstambridge@google.com,1/28/1986,0_to_200,25,outstanding_credit,appliances,5086,greater_1000,1_to_4,3,male,none,4,savings_insurance,54,none,own,2,skilled,1,none,yes,No Risk
71-4854205,Annemarie,Bowstead,89 Hoepker Street,951-609-7311,584-665-8965,annemariebowstead@google.com,4/7/2006,no_checking,15,credits_paid_to_date,radio_tv,3440,less_100,4_to_7,4,male,none,4,savings_insurance,33,stores,rent,1,unskilled,1,none,yes,No Risk
71-5038344,Verine,Poundsford,27 Esch Crossing,714-239-4276,404-948-0075,verinepoundsford@hotmail.com,2/21/2005,no_checking,32,prior_payments_delayed,car_used,5506,500_to_1000,1_to_4,4,male,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk
71-5162004,Juliann,Tabert,8 Lakeland Drive,792-719-4965,376-288-5669,julianntabert@hotmail.com,3/27/1987,greater_200,27,prior_payments_delayed,business,7103,less_100,1_to_4,4,female,none,4,savings_insurance,58,none,own,2,management_self-employed,1,none,yes,No Risk
71-5636689,Erie,Postins,7199 Miller Circle,363-113-2626,175-550-4865,eriepostins@yahoo.com,2/11/1983,0_to_200,24,credits_paid_to_date,radio_tv,250,500_to_1000,less_1,3,male,none,3,savings_insurance,58,none,own,1,skilled,1,none,yes,No Risk
71-6050617,Wallace,Catlin,38 Susan Terrace,637-716-6870,999-937-9134,wallacecatlin@hotmail.com,12/16/1988,no_checking,28,outstanding_credit,radio_tv,6609,500_to_1000,4_to_7,4,male,none,5,unknown,51,none,free,2,management_self-employed,1,yes,yes,Risk
71-7467447,Ashlen,Hearnaman,58475 Sutherland Terrace,786-732-4325,183-835-0677,ashlenhearnaman@yahoo.com,6/7/1980,no_checking,44,outstanding_credit,appliances,6432,greater_1000,greater_7,5,male,co-applicant,5,car_other,56,none,own,2,skilled,2,yes,yes,Risk
71-8097730,Janela,Boultwood,56 Meadow Valley Parkway,805-438-7535,814-706-3338,janelaboultwood@google.com,2/24/1981,greater_200,10,prior_payments_delayed,car_new,1071,100_to_500,1_to_4,3,male,none,3,savings_insurance,57,none,own,2,management_self-employed,1,none,yes,No Risk
71-8178692,Johann,Finlry,0 Trailsway Point,281-818-8678,904-834-3380,johannfinlry@yahoo.com,2/3/1994,no_checking,39,credits_paid_to_date,appliances,6322,100_to_500,greater_7,5,male,none,5,savings_insurance,51,none,free,2,management_self-employed,1,yes,yes,Risk
71-8371604,Dixie,Rookeby,6587 Glacier Hill Crossing,379-475-2801,976-852-0611,dixierookeby@yahoo.com,6/17/1985,0_to_200,19,prior_payments_delayed,radio_tv,5730,less_100,less_1,3,female,none,3,unknown,51,bank,own,1,unemployed,2,yes,yes,Risk
71-8721345,Elayne,Jesty,70 Claremont Park,742-678-5429,468-582-0453,elaynejesty@outlook.com,6/27/2008,greater_200,23,prior_payments_delayed,car_used,3161,greater_1000,4_to_7,2,male,none,2,car_other,32,none,own,2,skilled,1,yes,yes,Risk
71-9082609,Gardener,Habbal,95606 Huxley Hill,178-998-4259,305-388-2902,gardenerhabbal@hotmail.com,10/12/1984,no_checking,32,prior_payments_delayed,furniture,4688,500_to_1000,4_to_7,4,male,none,4,car_other,59,none,own,2,skilled,1,yes,yes,No Risk
71-9268959,Ebony,Sterndale,802 Esch Hill,358-926-9723,313-429-2816,ebonysterndale@google.com,4/3/1987,no_checking,29,outstanding_credit,furniture,7394,greater_1000,4_to_7,4,male,co-applicant,3,car_other,50,stores,own,2,unskilled,1,yes,yes,No Risk
71-9404975,Vito,Hellyer,03700 Manitowish Hill,482-123-4258,480-882-4485,vitohellyer@yahoo.com,2/12/1982,less_0,23,prior_payments_delayed,education,3015,less_100,less_1,2,male,none,2,car_other,55,none,own,1,skilled,1,yes,yes,No Risk
